home_elo,away_elo,elo_diff,points_last_5_diff,goal_difference_last_5_diff,knockout_stage
2132.0,2003.0,129.0,-0.6000000000000001,-1.2000000000000002,1
2086.0,2037.0,49.0,0.0,1.0,1
1684.0,1565.0,119.0,-0.7999999999999999,-1.0,0
1709.0,1796.0,-87.0,0.8,1.0,0
2000.0,2048.0,-48.0,-0.19999999999999996,-1.0,0
1641.0,1876.0,-235.0,-1.6,-2.0,0
1994.0,1734.0,260.0,0.0,0.19999999999999996,0
1983.0,1787.0,196.0,1.0,0.6,0
1906.0,1841.0,65.0,1.0,1.4,0
1853.0,1698.0,155.0,0.5999999999999999,0.19999999999999996,0
1743.0,1770.0,-27.0,-0.19999999999999996,-1.2000000000000002,0
2091.0,1858.0,233.0,-0.3999999999999999,-0.4,0
2130.0,1878.0,252.0,0.3999999999999999,0.0,0
1653.0,1940.0,-287.0,-0.6000000000000001,-0.6000000000000001,0
1929.0,1661.0,268.0,1.8,3.6,0
1795.0,1732.0,63.0,0.19999999999999996,0.39999999999999997,0
1684.0,1641.0,43.0,0.4,0.8,0
1927.0,1693.0,234.0,0.8,1.4,0
1830.0,1742.0,88.0,0.19999999999999996,0.39999999999999997,0
2000.0,1709.0,291.0,-0.8,-0.8,0
1876.0,1565.0,311.0,1.7999999999999998,2.8,0
1796.0,2048.0,-252.0,0.5999999999999999,-0.6,0
1841.0,1734.0,107.0,0.8000000000000003,0.6000000000000001,0
1994.0,1906.0,88.0,0.6000000000000001,0.19999999999999996,0
1983.0,1853.0,130.0,-0.40000000000000013,-0.2,0
1770.0,1878.0,-108.0,-0.40000000000000013,-0.8,0
2130.0,1743.0,387.0,2.0,2.6,0
1698.0,1787.0,-89.0,-0.2,0.0,0
1732.0,1858.0,-126.0,-0.5999999999999999,-0.39999999999999997,0
2091.0,1795.0,296.0,-0.19999999999999996,-0.2,0
1929.0,1653.0,276.0,1.6,2.8000000000000003,0
1693.0,1742.0,-49.0,-0.40000000000000013,-0.8,0
1830.0,1927.0,-97.0,-0.20000000000000018,-0.20000000000000007,0
1940.0,1661.0,279.0,1.8,2.8,0
1684.0,1876.0,-192.0,-1.6,-0.8,0
1565.0,1641.0,-76.0,-0.4,-1.0000000000000002,0
2048.0,1709.0,339.0,0.8000000000000003,1.2,0
1796.0,2000.0,-204.0,0.0,-0.6000000000000001,0
1734.0,1906.0,-172.0,0.20000000000000018,0.20000000000000007,0
1841.0,1994.0,-153.0,-0.8,-0.6,0
1698.0,1983.0,-285.0,-0.5999999999999999,0.0,0
1787.0,1853.0,-66.0,-2.0,-2.0,0
1770.0,2130.0,-360.0,-0.8,-0.6000000000000001,0
1878.0,1743.0,135.0,1.6,2.8,0
1732.0,2091.0,-359.0,-1.0,-1.0,0
1858.0,1795.0,63.0,1.0,0.4,0
1693.0,1830.0,-137.0,0.0,-0.4,0
1742.0,1927.0,-185.0,0.0,-0.19999999999999996,0
1661.0,1653.0,8.0,0.4,-0.6000000000000001,0
1940.0,1929.0,11.0,0.0,-0.5999999999999999,0
1994.0,1983.0,11.0,0.8000000000000003,1.4,1
1876.0,2000.0,-124.0,1.2,1.0,1
1684.0,2048.0,-364.0,-0.40000000000000013,0.19999999999999996,1
1853.0,1841.0,12.0,0.5999999999999999,0.4,1
2130.0,1858.0,272.0,0.8,2.2,1
1929.0,1693.0,236.0,1.6,2.6,1
1927.0,1940.0,-13.0,-0.7999999999999998,-1.0,1
1795.0,1878.0,-83.0,-0.19999999999999996,0.0,1
2130.0,1929.0,201.0,-0.3999999999999999,-0.40000000000000013,1
1876.0,1994.0,-118.0,0.7999999999999998,1.2000000000000002,1
1684.0,1853.0,-169.0,-1.0,-0.5999999999999999,1
1795.0,1940.0,-145.0,0.0,-0.5999999999999999,1
1994.0,1929.0,65.0,-0.3999999999999999,-0.8,1
1853.0,1940.0,-87.0,0.20000000000000018,-0.19999999999999996,1
1929.0,1940.0,-11.0,1.0,0.0,1
1994.0,1853.0,141.0,0.3999999999999999,0.0,1
